track_id,spotify_playlists,spotify_charts,apple_playlists,apple_charts,deezer_playlists,deezer_charts,shazam_charts,streams
650,33966,0,141,78,0,1,0,1210599487
651,590,5,4,113,20,0,1,246376690
652,3766,0,76,0,102,0,2,496311364
653,1430,0,46,1,34,0,0,146789379
654,31762,0,142,40,0,1,953,843309044
655,4049,0,119,6,85,1,1,500340342
656,2096,0,34,3,30,0,0,107255472
657,1175,0,34,1,31,0,0,135079152
658,29499,11,124,27,587,0,4,822239726
659,30427,7,235,106,0,1,35,1202722675
660,2711,0,105,12,51,0,12,343197054
661,4310,0,13,0,113,1,3,240769997
662,5342,0,33,123,7,0,4,426204830
663,2393,0,22,13,65,0,6,421135627
664,3444,7,24,85,102,0,1,554875730
665,5443,0,45,1,80,0,12,467727006
666,272,4,7,21,2,0,0,327498031
667,975,0,11,0,10,0,0,185408548
668,1034,1,19,5,12,0,0,245400167
669,18773,0,128,17,0,0,0,579395142
670,19067,0,78,15,0,0,3,675039469
671,3541,2,57,13,50,1,7,252871192
672,1492,0,44,63,91,0,24,231996128
673,33206,1,284,114,0,0,5,1929770265
674,17115,0,83,63,0,0,0,918915401
675,6955,0,65,45,398,0,1,1180896317
676,2742,0,5,1,62,0,0,498960285
677,4214,11,21,20,40,0,0,685071800
678,2026,0,47,3,42,12,6,258714692
679,352,0,10,0,39,0,0,143139338
680,1517,0,42,7,15,0,4,209768491
681,847,0,25,0,14,0,0,64714573
682,910,0,20,3,24,0,0,50746620
683,601,0,28,73,64,0,0,154119539
684,1800,0,43,36,46,13,4,181328253
685,1930,0,3,0,28,0,1,370068639
686,33032,0,363,129,0,0,28,2280566092
687,6332,0,47,116,266,0,0,563902868
688,509,9,8,106,6,0,8,317622165
689,971,2,35,104,93,1,0,291709698
690,2578,0,8,67,66,0,0,203680270
691,1064,0,42,1,26,0,0,81350745
692,3618,0,21,86,138,0,2,282883169
693,1040,0,8,0,29,0,0,64787943
694,15010,2,453,50,0,1,8,2484812918
695,4708,0,13,7,55,0,1,461437791
696,13454,1,246,71,519,2,5,1439191367
697,4890,20,52,42,100,0,0,759208783
698,9514,0,45,27,0,0,43,368646862
699,3501,0,69,2,51,11,0,299634472
700,6111,4,185,40,492,9,35,756907987
701,5415,32,46,16,53,1,2,682475162
702,4673,2,123,113,180,1,4,546191065
703,1856,3,29,40,31,1,1,229473310
704,200,2,12,4,0,0,0,202677468
705,1888,0,26,1,58,0,0,121913181
706,911,2,45,0,99,1,1,208166039
707,2954,2,18,82,0,0,5,527033089
708,461,0,7,11,13,0,0,94616487
709,2844,2,29,2,35,1,0,394030335
710,2939,0,42,0,24,0,0,193443895
711,695,11,16,41,13,1,1,299648208
712,328,0,10,21,7,0,9,182978249
713,866,16,27,84,32,7,11,319757142
714,1550,0,0,0,14,0,0,109091573
715,1729,0,26,1,19,0,0,153240879
716,2005,0,16,5,43,0,7,346127840
717,1188,0,13,1,15,0,1,312622938
718,40112,3,321,162,0,8,17,2197010679
719,3659,0,11,10,267,0,7,1200808494
720,9833,0,233,82,531,1,1,797196073
721,50887,34,315,160,0,1,46,1970673297
722,3257,0,10,0,70,0,0,665765558
723,1473,0,2,0,12,0,10,263779030
724,2226,0,36,2,11,0,14,339473453
725,23375,21,336,188,0,3,30,2204080728
726,28032,0,315,159,0,0,44,2591224264
727,290,0,9,66,10,0,0,135444283
728,42798,0,217,136,0,1,0,1457139296
729,2605,0,15,48,50,0,3,236872197
730,8737,0,163,32,137,15,12,694525298
731,1105,0,32,0,19,0,0,240661097
732,2499,21,68,24,43,1,0,421365166
733,2697,1,55,3,32,0,0,349746291
734,2092,0,75,11,44,0,14,255120451
735,1185,0,21,0,31,0,0,190981339
736,11985,0,79,80,250,3,10,924193303
737,753,8,28,124,13,0,1,305771063
738,2995,0,49,17,30,0,0,273005485
739,225,0,11,0,7,0,0,89566512
740,9243,0,155,5,577,0,6,677389855
741,918,0,24,0,52,0,0,75476209
742,1959,9,52,25,32,0,10,408843328
743,540,4,26,3,39,0,0,187772591
744,859,0,14,0,11,0,0,178512385
745,1116,0,31,9,15,0,1,101780047
746,273,2,12,2,4,0,0,118381354
747,686,2,11,6,12,0,15,146363130
748,226,0,5,0,4,0,1,126443991
749,1264,0,20,4,52,0,1,157990698
750,870,0,32,0,49,0,0,176290831
751,7556,0,124,24,254,0,8,1023187129
752,1370,0,46,8,60,0,0,106933107
753,315,2,27,2,31,0,0,139193812
754,651,0,6,188,20,0,0,212234990
755,12382,0,229,57,0,2,71,1714490998
756,625,0,10,2,13,0,1,197643795
757,8429,1,85,24,200,0,2,807015863
758,52898,0,203,1,0,0,0,933815613
759,3436,0,32,6,46,0,1,499710590
760,918,0,34,39,30,0,0,120847157
761,181,0,16,14,7,0,0,53909146
762,18778,3,228,105,0,0,84,2236667932
763,22730,5,289,87,0,0,36,2123309722
764,5542,0,52,16,65,0,206,301242089
373,9021,0,242,49,272,21,24,723894473
765,9021,0,242,49,272,21,24,723894473
766,4627,0,38,13,32,0,0,237351106
767,2229,0,27,44,24,0,5,461558540
768,1112,6,7,30,13,1,1,417230415
769,2575,0,4,5,12,0,51,156898322
770,3107,0,4,0,22,0,0,127309180
771,1179,0,7,21,11,0,0,313113297
772,3486,0,20,10,33,0,0,173702135
773,2942,0,42,28,43,0,0,271666301
774,1443,0,9,11,22,1,0,305650299
775,3028,0,22,0,23,0,0,123216717
776,1796,8,8,25,18,1,0,479655659
777,2729,0,3,7,13,0,1,126191104
778,1195,0,8,30,13,1,1,344055883
779,892,3,10,24,11,0,0,338422004
780,1635,0,4,1,6,0,0,68895644
781,2291,0,9,0,8,0,0,86176890
782,1029,28,5,28,9,0,0,403231558
783,1681,7,10,30,13,0,33,319546754
784,1480,0,1,0,5,0,0,61739839
785,829,0,4,15,10,0,0,283359161
786,2308,0,7,0,7,0,0,76831876
787,1004,1,8,12,9,0,0,283332261
788,1367,0,48,4,34,1,0,307752576
789,1112,3,7,25,12,0,0,279737940
790,1209,0,9,7,14,0,1,212351890
791,9539,15,162,116,355,7,0,1304313953
792,1992,0,35,0,3,0,0,150500965
793,897,0,6,20,8,0,0,246127838
794,2948,0,10,2,150,0,0,582863434
795,1860,0,1,0,3,0,0,58687425
796,802,0,16,81,23,0,0,212109195
797,2224,8,48,40,87,1,210,382199619
798,1103,0,0,0,0,0,0,41210087
799,2265,0,93,12,173,11,3,231657891
800,555,0,10,4,4,0,0,53729194
801,2050,0,52,9,46,0,1,244741137
802,1493,0,2,0,10,0,0,42485571
803,1545,0,1,0,4,0,0,37778188
804,2350,0,28,42,23,0,0,254218729
805,1929,0,2,0,4,0,0,53603447
806,710,4,16,11,18,0,0,160035717
807,928,0,19,0,7,0,0,164163229
808,1194,0,0,0,3,0,0,37091576
809,349,6,10,22,3,0,0,284249832
810,1890,0,3,0,2,0,0,33381454
811,1308,2,23,16,9,0,5,184622518
812,4531,0,135,74,119,1,18,300983101
813,1657,0,15,3,3,0,0,121077868
814,1351,0,26,1,17,0,0,106919680
815,608,0,5,29,14,0,0,136996305
816,1211,0,31,0,19,0,2,65719930
817,629,0,18,75,9,0,0,229497852
818,1301,0,23,1,15,0,0,185550869
819,1329,0,42,51,32,0,0,54682594
820,343,2,4,35,11,1,1,240580042
821,13101,9,137,5,582,0,0,1284942608
822,2939,0,29,0,30,0,0,71423324
823,407,1,5,0,5,0,0,244891912
824,1492,0,26,2,15,0,2,132171975
825,2264,0,11,6,25,0,1,184706613
826,801,0,42,9,24,1,1,184826429
827,829,0,32,110,26,0,0,302006641
828,736,0,5,132,17,0,3,330881149
829,4449,1,80,11,66,0,1,334733572
830,3218,3,29,10,79,0,0,366214458
831,327,0,5,40,12,0,0,114546317
832,2775,0,21,11,40,0,0,290833204
833,4576,0,79,13,93,0,17,448500832
834,2313,0,34,0,29,0,0,136676504
835,3983,0,73,45,119,0,0,190625045
836,279,0,0,18,6,0,0,79095270
837,2302,0,20,3,39,0,0,273194684
838,3559,3,36,1,31,0,1,333146475
839,2129,0,23,1,44,1,0,194902696
840,3291,5,43,28,79,0,208,311482393
841,5328,0,54,76,900,0,0,195918494
842,1401,0,26,16,17,0,1,248511839
843,1933,0,13,2,31,0,0,233671263
844,1986,0,7,1,15,0,0,199587884
845,1057,0,51,14,19,0,0,91781263
846,5115,13,109,38,301,1,33,383835984
847,2094,1,8,1,18,0,0,236060709
848,2171,0,18,1,28,0,0,189236868
849,896,0,19,0,15,0,0,160845341
850,5148,0,90,22,365,0,114,588955257
851,2528,0,63,8,270,2,105,238350348
852,1900,1,15,1,23,0,0,187703102
853,3879,2,107,76,86,1,9,295307001
854,896,0,0,0,2,0,0,138334433
855,8775,0,33,60,107,1,0,445590495
856,5290,0,139,73,142,0,5,286739476
857,10211,0,38,79,65,0,1,1122364376
858,584,8,12,1,8,0,1,157136970
859,1517,0,26,2,30,0,0,137070925
860,246,4,4,106,0,0,7,183273246
861,220,4,16,5,0,0,6,184807630
862,514,0,5,36,1,0,0,164856284
863,6080,0,112,198,406,1,0,704171068
864,9724,0,222,61,259,14,2,354614964
865,2341,0,37,2,38,2,0,279717388
866,5263,0,66,89,61,0,11,195628667
867,2402,0,45,2,26,0,1,221752937
868,795,11,26,18,15,1,4,263280370
869,571,0,19,21,14,0,2,213505179
870,832,3,18,124,24,1,0,130419412
871,565,0,6,52,11,0,0,155795783
872,41231,1,228,151,0,3,99,1553497987
873,4526,12,156,275,150,3,128,293466523
179,1818,0,3,0,63,0,353,711366595
874,1818,0,3,0,63,0,353,711366595
875,2814,0,38,105,25,0,2,191448892
876,1601,0,11,0,2,0,0,85924992
877,894,4,28,0,54,0,0,176103902
878,945,0,49,3,57,0,0,121189256
879,767,0,25,0,22,0,0,131746175
880,5898,5,129,55,128,0,101,244790012
881,685,2,17,0,24,0,30,129314708
882,1452,35,16,15,20,0,0,331511413
883,1456,0,53,2,33,0,0,219196651
884,2107,0,51,1,50,0,0,170732845
885,1494,2,17,12,15,0,0,273914335
886,1379,4,23,10,18,0,0,179061440
887,625,4,13,18,12,0,0,185236961
888,2688,0,39,47,36,0,0,171788484
889,2668,2,38,266,78,0,141,387080183
890,799,12,14,141,9,0,1,264717480
891,1189,6,17,10,16,0,4,244928911
892,367,0,28,67,195,0,0,97610446
893,527,4,10,43,3,1,0,287278853
894,17504,34,63,39,0,0,2,887906111
895,3113,0,54,6,124,1,0,123473120
896,685,5,15,79,4,2,0,295152154
897,782,9,15,33,6,1,0,323455692
898,2442,0,81,4,248,1,6,240918092
899,1112,4,22,2,65,1,3,191873381
900,4967,0,165,10,177,4,73,284216603
901,2520,4,93,95,84,9,202,239411309
902,767,12,20,129,11,0,12,265548837
903,19806,7,33,11,274,0,0,703301727
904,5153,6,102,53,113,12,0,244585109
905,615,0,14,77,15,1,2,189476119
906,2537,0,49,1,67,11,1,277132266
907,1647,30,20,49,23,2,2,278920007
908,2019,8,117,72,107,1,7,222410722
909,1473,12,25,36,25,1,0,185392587
910,1613,0,21,15,13,0,0,202452860
911,30992,6,124,25,0,1,0,1608164312
912,10826,4,24,0,805,0,0,624101957
913,920,0,10,1,8,0,0,148461629
914,308,0,6,1,6,0,0,47093942
915,2468,0,15,0,0,0,0,380319238
916,1097,2,18,10,13,1,1,209106362
917,330,0,3,0,2,0,0,53987404
918,1584,0,38,0,24,0,0,115331792
919,1585,5,78,65,328,1,198,225093344
920,766,0,16,0,9,0,0,84697729
921,836,0,14,1,13,0,0,159240673
922,430,6,14,116,9,0,11,170709584
923,2020,0,77,10,119,0,40,154356956
924,6858,0,31,21,15,0,4,723043854
925,3682,6,41,0,158,2,68,247689123
926,1639,0,86,14,80,0,37,176474912
927,452,10,2,129,13,0,1,235549288
928,668,1,0,0,31,0,0,140430339
929,991,0,36,38,13,0,3,85559365
930,869,7,14,12,12,2,28,146223492
931,648,4,0,0,30,0,0,187701588
932,1545,0,22,7,15,0,0,154863153
933,1930,0,24,8,17,0,1,191333656
934,1948,0,12,9,16,0,0,253650850
935,1608,0,10,3,12,0,0,223064273
936,1338,0,9,20,7,0,0,170413877
937,1936,0,7,5,13,0,0,218320587
938,1794,0,26,9,17,0,3,141720999
939,1597,0,6,3,15,0,0,187339835
940,1652,2,26,52,10,0,95,198365537
941,1747,0,9,6,13,0,2,186104310
942,1715,0,4,5,8,0,0,177503916
943,486,0,8,1,7,0,0,71095708
944,1007,0,6,5,3,0,0,112436403
945,481,9,10,100,15,1,27,203436468
946,1045,0,8,5,2,0,0,93367537
947,1060,0,3,8,5,0,0,106249219
948,1274,0,1,6,11,0,0,181382590
949,953,0,61,13,37,1,0,91473363
950,1180,0,4,0,8,0,0,121871870
951,573,0,2,0,7,0,0,73513683
952,1320,0,29,26,17,0,0,133895612
953,782,2,27,18,32,1,0,96007391
